pmcid	pmid	doi	journal	year	title	n_oss_packages	packages	pipeline
PMC11357995	39143219	10.1038/s41586-024-07821-2	Nature	2024	Black holes regulate cool gas accretion in massive galaxies.	1	scikit-learn	differential/statistical testing [scikit-learn]
PMC11357997	38862026	10.1038/s41586-024-07648-x	Nature	2024	Molecular and physiological changes in the SpaceX Inspiration4 civilian crew.	1	StringTie	quantification [StringTie]
PMC11358013	39085614	10.1038/s41586-024-07770-w	Nature	2024	FANCD2-FANCI surveys DNA and recognizes double- to single-stranded junctions.	10	ChimeraX; Coot; Jupyter; Matplotlib; NumPy; PHENIX; Python; R; RELION; SciPy	differential/statistical testing [R] -> structure determination [ChimeraX, Coot, PHENIX] -> stage not stated [Jupyter, Matplotlib v3.7.2, NumPy v1.26.0, Python v3.9, RELION v4.0, SciPy v1.11.3]
PMC11358037	39048016	10.1038/s41586-024-07816-z	Nature	2024	Neural circuit basis of placebo pain relief.	6	DeepLabCut; ImageJ; R; STAR; Seurat; UMAP	alignment/mapping [STAR v2.7.3a] -> normalisation [Seurat v4.0] -> dimensionality reduction/clustering [Seurat v4.0, UMAP] -> differential/statistical testing [Seurat v4.0] -> stage not stated [DeepLabCut, ImageJ, R]
PMC11358042	39085612	10.1038/s41586-024-07754-w	Nature	2024	Gut microbiota carcinogen metabolism causes distal tissue tumours.	9	Cutadapt; FastQC; MultiQC; Prokka; QIIME 2; QUAST; R; Trimmomatic; scikit-learn	quality control [Cutadapt, FastQC v0.11.5, MultiQC v1.12, QIIME 2 v2020.8, Trimmomatic v0.39] -> read trimming [Cutadapt, MultiQC v1.12, Trimmomatic v0.39] -> alignment/mapping [scikit-learn] -> machine learning [scikit-learn] -> stage not stated [Prokka v1.13, QUAST v5.0.2, R v4.0]
PMC11374671	39198639	10.1038/s41586-024-07806-1	Nature	2024	Spatially clustered type I interferon responses at injury borderzones.	8	Cellpose; ImageJ; R; Scanpy; Seurat; SoupX; Squidpy; UMAP	quality control [Scanpy, Squidpy] -> normalisation [ImageJ, Scanpy, Seurat, Squidpy] -> dimensionality reduction/clustering [UMAP] -> stage not stated [Cellpose, R, SoupX]
PMC11374677	39143215	10.1038/s41586-024-07817-y	Nature	2024	Molecular architecture of coronavirus double-membrane vesicle pore complex.	7	AlphaFold; ChimeraX; Coot; IMOD; Python; RELION; Topaz	alignment/mapping [Python] -> structure determination [ChimeraX, Coot, RELION] -> visualisation [Topaz] -> stage not stated [AlphaFold, IMOD]
PMC11374684	39232148	10.1038/s41586-024-07882-3	Nature	2024	Mechanisms that clear mutations drive field cancerization in mammary tissue.	6	BWA; Cutadapt; ImageJ; Python; QuPath; ggplot2	alignment/mapping [BWA, Cutadapt] -> dimensionality reduction/clustering [Python] -> simulation/modelling [Python] -> visualisation [ImageJ, ggplot2] -> stage not stated [QuPath]
PMC11374687	39112715	10.1038/s41586-024-07769-3	Nature	2024	Prognostic genome and transcriptome signatures in colorectal cancers.	13	BWA; Bowtie2; GATK; GSEA; GSVA; Mutect2; Picard; R; STAR; Seurat; TensorFlow; survival (R); tidyverse	quality control [GATK, Picard] -> alignment/mapping [BWA v0.7.17, GATK, Picard, STAR v2.7.1a] -> variant calling [Mutect2] -> registration [GATK, Picard] -> dimensionality reduction/clustering [Seurat v4.1.0] -> differential/statistical testing [R, survival (R) v0.4.9] -> stage not stated [Bowtie2 v2.3.4.1, GSEA, GSVA, TensorFlow, tidyverse]
PMC11374688	39143218	10.1038/s41586-024-07828-9	Nature	2024	Structural basis for transthiolation intermediates in the ubiquitin pathway.	9	CTFFIND; ChimeraX; Coot; IMOD; MotionCor2; PHENIX; RELION; Topaz; UCSF Chimera	alignment/mapping [MotionCor2] -> normalisation [MotionCor2] -> differential/statistical testing [Topaz] -> structure determination [Coot, PHENIX, UCSF Chimera] -> visualisation [IMOD v4.11] -> stage not stated [CTFFIND, ChimeraX, RELION v3.1]
PMC11374690	39112709	10.1038/s41586-024-07747-9	Nature	2024	The genomic landscape of 2,023 colorectal cancers.	11	ANNOVAR; BCFtools; BEDTools; DELLY; GATK; Mutect2; R; RSEM; Strelka; VEP; igraph	alignment/mapping [GATK, Mutect2] -> stage not stated [ANNOVAR, BCFtools v1.9, BEDTools v2.3.0, DELLY, R, RSEM, Strelka v2.4.7, VEP, igraph]
PMC11374697	39169178	10.1038/s41586-024-07825-y	Nature	2024	Multi-habitat landscapes are more diverse and stable with improved function.	2	R; lme4	differential/statistical testing [R, lme4]
PMC11374699	39112712	10.1038/s41586-024-07801-6	Nature	2024	PTER is a N-acetyltaurine hydrolase that regulates feeding and obesity.	3	AlphaFold; AutoDock Vina; PyMOL	stage not stated [AlphaFold, AutoDock Vina, PyMOL v3.7]
PMC11374701	39085610	10.1038/s41586-024-07756-8	Nature	2024	Organ systems of a Cambrian euarthropod larva.	1	MrBayes	stage not stated [MrBayes v3.2.7a]
PMC11374706	39112704	10.1038/s41586-024-07784-4	Nature	2024	The ribosome lowers the entropic penalty of protein folding.	7	GROMACS; ImageJ; MDAnalysis; MDTraj; PyMOL; Python; SciPy	simulation/modelling [GROMACS, PyMOL v2.3] -> structure determination [Python] -> stage not stated [ImageJ, MDAnalysis, MDTraj, SciPy]
PMC11374716	39232147	10.1038/s41586-024-07789-z	Nature	2024	Immune system adaptation during gender-affirming testosterone treatment.	9	DESeq2; Python; Scanpy; Seurat; Signac; clusterProfiler; kallisto; lme4; pheatmap	dimensionality reduction/clustering [clusterProfiler, pheatmap] -> differential/statistical testing [Seurat, clusterProfiler, lme4] -> stage not stated [DESeq2, Python, Scanpy v1.9.1, Signac, kallisto]
PMC11374719	39143209	10.1038/s41586-024-07791-5	Nature	2024	Human organoids with an autologous tissue-resident immune compartment.	9	CellChat; CellProfiler; ImageJ; Python; R; Seurat; UMAP; scDblFinder; scVelo	quality control [R] -> normalisation [Seurat] -> dimensionality reduction/clustering [UMAP] -> differential/statistical testing [R] -> stage not stated [CellChat, CellProfiler v4.2.5, ImageJ v1.54i, Python v3.7, scDblFinder, scVelo]
PMC11390478	39198650	10.1038/s41586-024-07866-3	Nature	2024	Tuberculosis in otherwise healthy adults with inherited TNF deficiency.	11	CellChat; DESeq2; GATK; GSEA; Harmony; MACS2; Picard; STAR; SnpEff; featureCounts; fgsea	alignment/mapping [STAR, featureCounts v1.6.0] -> quantification [featureCounts v1.6.0] -> normalisation [featureCounts v1.6.0] -> differential/statistical testing [DESeq2 v1.40.2] -> stage not stated [CellChat v1.5, GATK, GSEA, Harmony v3.8, MACS2, Picard, SnpEff v4.5, fgsea]
PMC11390479	39169181	10.1038/s41586-024-07843-w	Nature	2024	Visualizing chaperonin function in situ by cryo-electron tomography.	5	ChimeraX; IMOD; MotionCor2; PHENIX; RELION	alignment/mapping [MotionCor2 v1.4.0] -> registration [RELION] -> structure determination [IMOD, PHENIX] -> visualisation [ChimeraX]
PMC11390480	39261618	10.1038/s41586-024-07881-4	Nature	2024	Ancient Rapanui genomes reveal resilience and pre-European contact with the Americas.	8	ADMIXTURE; ANGSD; GATK; Matplotlib; PLINK; R; SAMtools; ggplot2	alignment/mapping [GATK, SAMtools] -> normalisation [ADMIXTURE] -> registration [GATK, SAMtools] -> dimensionality reduction/clustering [ADMIXTURE] -> differential/statistical testing [ADMIXTURE] -> visualisation [Matplotlib v3.5.3, R, ggplot2 v3.3.2] -> stage not stated [ANGSD v0.930, PLINK v1.9.20200712]
PMC11390481	39112714	10.1038/s41586-024-07803-4	Nature	2024	DNA-sensing inflammasomes cause recurrent atherosclerotic stroke.	3	ImageJ; ggplot2; tidyverse	dimensionality reduction/clustering [ggplot2, tidyverse] -> visualisation [ggplot2, tidyverse] -> stage not stated [ImageJ]
PMC11390483	39143217	10.1038/s41586-024-07820-3	Nature	2024	Recognition and control of neutrophil extracellular trap formation by MICL.	2	Cellpose; QuPath	quantification [Cellpose, QuPath]
PMC11390484	39074505	10.1038/s41586-024-07860-9	Nature	2024	Spectroscopic confirmation of two luminous galaxies at a redshift of 14.	1	Docker	stage not stated [Docker]
PMC11390485	39169186	10.1038/s41586-024-07855-6	Nature	2024	Stem cells tightly regulate dead cell clearance to maintain tissue fitness.	19	AnnData; BWA; DESeq2; GSEA; ImageJ; Jupyter; MACS2; Matplotlib; NumPy; R; SAMtools; STAR; Salmon; SciPy; UMAP; deepTools; pandas; scikit-learn; seaborn	read trimming [BWA v0.7.18] -> alignment/mapping [BWA v0.7.18, STAR v2.6] -> quantification [DESeq2, R v3.6.1, Salmon v1.4.0] -> dimensionality reduction/clustering [UMAP] -> differential/statistical testing [DESeq2, GSEA, Jupyter, pandas v2.0.1] -> visualisation [NumPy v1.24.2, SciPy v1.10.1, UMAP, pandas v2.0.1, scikit-learn v1.2.0] -> stage not stated [AnnData v0.9.1, ImageJ v2.9.0, MACS2 v3.0.0, Matplotlib v3.7.1, SAMtools v1.17, deepTools v2.0.0, seaborn v0.13.1]
PMC11390486	39112710	10.1038/s41586-024-07788-0	Nature	2024	Teosinte Pollen Drive guides maize diversification and domestication by RNAi.	16	BCFtools; BEDTools; BUSCO; BWA; Bowtie2; Cutadapt; DeepVariant; Flye; GATK; SAMtools; STAR; VCFtools; deepTools; edgeR; featureCounts; minimap2	read trimming [Cutadapt v3.1, STAR] -> alignment/mapping [BWA v0.7.17, Bowtie2, DeepVariant v0.4, GATK v3.0, SAMtools v1.10, STAR, deepTools, minimap2 v2.22] -> quantification [featureCounts] -> normalisation [BEDTools] -> differential/statistical testing [edgeR] -> visualisation [deepTools] -> stage not stated [BCFtools v1.14, BUSCO v5.5.0, Flye v2.9, VCFtools v0.1.16]
PMC11390488	39232160	10.1038/s41586-024-07891-2	Nature	2024	Global marine microbial diversity and its potential in bioprospecting.	9	AlphaFold; Clustal Omega; InterProScan; MAFFT; MUSCLE; Prokka; R; UMAP; ggplot2	alignment/mapping [Clustal Omega, MAFFT v7.407, MUSCLE v3.8.31] -> dimensionality reduction/clustering [UMAP] -> visualisation [Clustal Omega] -> stage not stated [AlphaFold v2.3.0, InterProScan v5.0, Prokka v1.14.6, R, ggplot2 v3.5.1]
PMC11410649	39261724	10.1038/s41586-024-07903-1	Nature	2024	Agonist antibody to guanylate cyclase receptor NPR1 regulates vascular tone.	2	PHENIX; REGENIE	differential/statistical testing [REGENIE] -> structure determination [PHENIX]
PMC11410652	39169183	10.1038/s41586-024-07848-5	Nature	2024	Thermal infrared directs host-seeking behaviour in Aedes aegypti mosquitoes.	1	ImageJ	stage not stated [ImageJ]
PMC11410654	39294352	10.1038/s41586-024-07824-z	Nature	2024	Observation of quantum entanglement with top quarks at the ATLAS detector.	1	Geant4	simulation/modelling [Geant4]
PMC11410655	39198647	10.1038/s41586-024-07841-y	Nature	2024	Embryonic genome instability upon DNA replication timing program emergence.	2	ImageJ; Medaka	stage not stated [ImageJ, Medaka]
PMC11410656	39232159	10.1038/s41586-024-07805-2	Nature	2024	Frontostriatal salience network expansion in individuals in depression.	3	Connectome Workbench; FSL; FreeSurfer	alignment/mapping [FSL] -> stage not stated [Connectome Workbench, FreeSurfer]
PMC11410658	39232167	10.1038/s41586-024-07899-8	Nature	2024	Mapping glycoprotein structure reveals Flaviviridae evolutionary history.	13	AlphaFold; BLAST; ChimeraX; Clustal Omega; ColabFold; IQ-TREE; InterProScan; MAFFT; MUSCLE; Python; R; Trimmomatic; phytools	read trimming [Trimmomatic v0.38] -> alignment/mapping [Clustal Omega v1.2.4, MAFFT, MUSCLE v5.1] -> dimensionality reduction/clustering [R] -> visualisation [ChimeraX] -> stage not stated [AlphaFold v2.3, BLAST v2.0.9, ColabFold v1.5.1, IQ-TREE, InterProScan, Python, phytools v1.5]
PMC11410659	39112713	10.1038/s41586-024-07797-z	Nature	2024	Titration of RAS alters senescent state and influences tumour initiation.	11	Cutadapt; Enrichr; Monocle; R; Seurat; edgeR; featureCounts; fgsea; ggplot2; pheatmap; survival (R)	quality control [Cutadapt] -> read trimming [Cutadapt] -> alignment/mapping [Cutadapt, featureCounts] -> quantification [featureCounts] -> dimensionality reduction/clustering [pheatmap] -> differential/statistical testing [edgeR] -> visualisation [survival (R)] -> stage not stated [Enrichr, Monocle, R, Seurat, fgsea, ggplot2]
PMC11410661	39261738	10.1038/s41586-024-07935-7	Nature	2024	Multi-pass, single-molecule nanopore reading of long protein strands.	4	ImageJ; PyTorch; SciPy; scikit-learn	quantification [ImageJ] -> stage not stated [PyTorch, SciPy, scikit-learn]
PMC11410665	39198645	10.1038/s41586-024-07862-7	Nature	2024	Fate induction in CD8 CAR T cells through asymmetric cell division.	10	GSEA; ImageJ; Python; R; SCENIC; Seurat; UMAP; clusterProfiler; scVelo; velocyto	alignment/mapping [velocyto] -> dimensionality reduction/clustering [GSEA, UMAP, clusterProfiler] -> stage not stated [ImageJ, Python v3.10.4, R, SCENIC v0.11.2, Seurat, scVelo]
PMC11410666	39261734	10.1038/s41586-024-07931-x	Nature	2024	Genetic links between ovarian ageing, cancer risk and de novo mutation rates.	7	BCFtools; BWA; R; REGENIE; pheatmap; statsmodels; tidyverse	alignment/mapping [BWA] -> variant calling [BCFtools] -> differential/statistical testing [REGENIE v2.2.4, statsmodels] -> visualisation [pheatmap, tidyverse] -> stage not stated [R v4.1.2]
PMC11410667	39187718	10.1038/s41586-024-07809-y	Nature	2024	Birth of protein folds and functions in the virome.	8	AlphaFold; BLAST; Clustal Omega; ColabFold; IQ-TREE; InterProScan; Nextflow; R	alignment/mapping [AlphaFold, BLAST, Clustal Omega v1.2.4] -> dimensionality reduction/clustering [BLAST, InterProScan] -> differential/statistical testing [R v4.0.3] -> structure determination [IQ-TREE v2.3.3] -> stage not stated [ColabFold, Nextflow]
PMC11410670	39143220	10.1038/s41586-024-07832-z	Nature	2024	Growth of complete ammonia oxidizers on guanidine.	8	AlphaFold; BEDTools; DESeq2; HMMER; ImageJ; PHENIX; PyMOL; phytools	alignment/mapping [ImageJ v1.54f] -> differential/statistical testing [DESeq2] -> structure determination [PHENIX] -> visualisation [ImageJ v1.54f, PyMOL, phytools] -> stage not stated [AlphaFold, BEDTools, HMMER]
PMC11424252	39143213	10.1038/s41586-024-07812-3	Nature	2024	Mitochondrial complex I promotes kidney cancer metastasis.	7	DESeq2; HTSeq; ImageJ; R; STAR; edgeR; featureCounts	alignment/mapping [STAR v2.7.3] -> differential/statistical testing [DESeq2 v1.14.1, edgeR] -> stage not stated [HTSeq v0.6.1, ImageJ, R, featureCounts]
PMC11424473	39261736	10.1038/s41586-024-07934-8	Nature	2024	Self-organized tissue mechanics underlie embryonic regulation.	1	Python	simulation/modelling [Python]
PMC11424474	39169185	10.1038/s41586-024-07853-8	Nature	2024	Oligodendrocytes and myelin limit neuronal plasticity in visual cortex.	1	ImageJ	stage not stated [ImageJ]
PMC11424477	39198643	10.1038/s41586-024-07873-4	Nature	2024	Fibrin drives thromboinflammation and neuropathology in COVID-19.	11	Cytoscape; Fiji; GSEA; ImageJ; Jupyter; Python; UCSF Chimera; clusterProfiler; edgeR; lme4; scikit-image	alignment/mapping [UCSF Chimera] -> quantification [Fiji] -> normalisation [edgeR] -> dimensionality reduction/clustering [clusterProfiler] -> differential/statistical testing [GSEA v4.2.3, edgeR, lme4 v1.1] -> stage not stated [Cytoscape v3.7.2, ImageJ v1.50, Jupyter, Python, scikit-image]
PMC11424479	39048015	10.1038/s41586-024-07837-8	Nature	2024	A temperate super-Jupiter imaged with JWST in the mid-infrared.	1	emcee	simulation/modelling [emcee]
PMC11424481	39143210	10.1038/s41586-024-07808-z	Nature	2024	Origin and evolution of the bread wheat D genome.	19	BCFtools; BLAST; BUSCO; BWA; InterProScan; OrthoFinder; Python; QGIS; QUAST; R; RepeatMasker; SAMtools; STAR; SciPy; Trimmomatic; VCFtools; ggplot2; hifiasm; seaborn	quality control [BUSCO v5.3.1, QUAST v5.0.2] -> read trimming [SAMtools v1.10, STAR v2.7.10b, Trimmomatic v0.40] -> alignment/mapping [BWA v0.7.17, Python, SAMtools v1.10, STAR v2.7.10b] -> visualisation [seaborn] -> stage not stated [BCFtools, BLAST, InterProScan v5.64, OrthoFinder, QGIS v3.32.3, R, RepeatMasker v4.1.2, SciPy, VCFtools v0.1.16, ggplot2 v3.4.2, hifiasm v0.16.1]
PMC11424482	39261731	10.1038/s41586-024-07919-7	Nature	2024	Drosophila are hosts to the first described parasitoid wasp of adult flies.	3	Flye; MAFFT; R	alignment/mapping [MAFFT v7.49] -> visualisation [R] -> stage not stated [Flye v2.9.1]
PMC11424483	39294371	10.1038/s41586-024-07922-y	Nature	2024	Pathogenic hypothalamic extracellular matrix promotes metabolic disease.	1	ImageJ	stage not stated [ImageJ]
PMC11424487	39294375	10.1038/s41586-024-07960-6	Nature	2024	Commensal consortia decolonize Enterobacteriaceae via ecological control.	9	BLAST; Bowtie2; DADA2; DESeq2; Prokka; R; Trimmomatic; featureCounts; minimap2	read trimming [DADA2, R v4.3.3, Trimmomatic] -> alignment/mapping [Bowtie2, featureCounts, minimap2] -> quantification [featureCounts] -> differential/statistical testing [DESeq2] -> stage not stated [BLAST, Prokka v1.14.0]
PMC11424489	39322733	10.1038/s41586-024-07918-8	Nature	2024	Forest fire size amplifies postfire land surface warming.	1	statsmodels	differential/statistical testing [statsmodels]
PMC11424491	39198644	10.1038/s41586-024-07884-1	Nature	2024	Probing plant signal processing optogenetically by two channelrhodopsins.	6	DESeq2; PyMOL; R; fastp; kallisto; pheatmap	alignment/mapping [fastp, kallisto] -> normalisation [DESeq2] -> stage not stated [PyMOL, R, pheatmap]
PMC11446825	39358527	10.1038/s41586-024-07968-y	Nature	2024	Network statistics of the whole-brain connectome of Drosophila.	2	NumPy; Python	stage not stated [NumPy, Python]
PMC11446827	39358525	10.1038/s41586-024-07981-1	Nature	2024	Neuronal parts list and wiring diagram for a visual system.	1	Cytoscape	stage not stated [Cytoscape]
PMC11446830	39198648	10.1038/s41586-024-07863-6	Nature	2024	Sympathetic neuropeptide Y protects from obesity by sustaining thermogenic fat.	3	R; Seurat; UMAP	normalisation [Seurat v4.2.0, UMAP] -> dimensionality reduction/clustering [UMAP] -> stage not stated [R v4.2.2]
PMC11446831	39358521	10.1038/s41586-024-07686-5	Nature	2024	Whole-brain annotation and multi-connectome cell typing of Drosophila.	2	Python; SciPy	differential/statistical testing [SciPy] -> stage not stated [Python]
PMC11446838	39294379	10.1038/s41586-024-07927-7	Nature	2024	Space radiation measurements during the Artemis I lunar mission.	1	Geant4	simulation/modelling [Geant4]
PMC11446839	39322663	10.1038/s41586-024-07946-4	Nature	2024	Single-cell multi-omics map of human fetal blood in Down syndrome.	14	CellPhoneDB; DESeq2; GSEA; MACS2; R; Scanpy; Seurat; Signac; UMAP; clusterProfiler; edgeR; limma; scDblFinder; scVelo	normalisation [Seurat v5.0.3, UMAP] -> dimensionality reduction/clustering [UMAP, clusterProfiler] -> differential/statistical testing [CellPhoneDB, DESeq2, edgeR] -> visualisation [scVelo] -> stage not stated [GSEA, MACS2, R, Scanpy, Signac v1.13, limma, scDblFinder]
